Epoch 1/300, Train loss: 3.0819, Test loss: 2.4060, Time: 2.65s
Epoch 47/100, Train loss: 0.2078, Test loss: 0.2147, Time: 0.08s
Epoch 48/100, Train loss: 0.2075, Test loss: 0.2147, Time: 0.08s
Epoch 49/100, Train loss: 0.2078, Test loss: 0.2147, Time: 0.08s
Epoch 50/100, Train loss: 0.2071, Test loss: 0.2149, Time: 0.07s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 51/100, Train loss: 0.2094, Test loss: 0.2158, Time: 0.08s
Epoch 52/100, Train loss: 0.2089, Test loss: 0.2154, Time: 0.08s
Epoch 53/100, Train loss: 0.2130, Test loss: 0.2159, Time: 0.08s
Epoch 54/100, Train loss: 0.2073, Test loss: 0.2149, Time: 0.07s
Epoch 55/100, Train loss: 0.2082, Test loss: 0.2179, Time: 0.09s
Epoch 56/100, Train loss: 0.2081, Test loss: 0.2150, Time: 0.08s
Epoch 57/100, Train loss: 0.2076, Test loss: 0.2160, Time: 0.07s
Epoch 58/100, Train loss: 0.2080, Test loss: 0.2154, Time: 0.08s
Epoch 59/100, Train loss: 0.2079, Test loss: 0.2153, Time: 0.15s
Epoch 60/100, Train loss: 0.2075, Test loss: 0.2150, Time: 0.15s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 61/100, Train loss: 0.2083, Test loss: 0.2151, Time: 0.11s
Epoch 62/100, Train loss: 0.2105, Test loss: 0.2197, Time: 0.08s
Epoch 63/100, Train loss: 0.2086, Test loss: 0.2147, Time: 0.07s
Epoch 64/100, Train loss: 0.2061, Test loss: 0.2154, Time: 0.08s
Epoch 65/100, Train loss: 0.2075, Test loss: 0.2141, Time: 0.08s
Epoch 66/100, Train loss: 0.2130, Test loss: 0.2155, Time: 0.08s
Epoch 67/100, Train loss: 0.2074, Test loss: 0.2153, Time: 0.08s
Epoch 68/100, Train loss: 0.2104, Test loss: 0.2151, Time: 0.08s
Epoch 69/100, Train loss: 0.2110, Test loss: 0.2155, Time: 0.09s
Epoch 70/100, Train loss: 0.2101, Test loss: 0.2149, Time: 0.09s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 71/100, Train loss: 0.2125, Test loss: 0.2269, Time: 0.10s
Epoch 72/100, Train loss: 0.2093, Test loss: 0.2146, Time: 0.09s
Epoch 73/100, Train loss: 0.2110, Test loss: 0.2159, Time: 0.08s
Epoch 74/100, Train loss: 0.2093, Test loss: 0.2154, Time: 0.09s
Epoch 75/100, Train loss: 0.2065, Test loss: 0.2145, Time: 0.09s
Epoch 76/100, Train loss: 0.2083, Test loss: 0.2147, Time: 0.14s
Epoch 77/100, Train loss: 0.2080, Test loss: 0.2145, Time: 0.11s
Epoch 78/100, Train loss: 0.2084, Test loss: 0.2146, Time: 0.12s
Epoch 79/100, Train loss: 0.2088, Test loss: 0.2154, Time: 0.08s
Epoch 80/100, Train loss: 0.2066, Test loss: 0.2151, Time: 0.08s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 81/100, Train loss: 0.2078, Test loss: 0.2150, Time: 0.08s
Epoch 82/100, Train loss: 0.2099, Test loss: 0.2184, Time: 0.08s
Epoch 83/100, Train loss: 0.2078, Test loss: 0.2165, Time: 0.08s
Epoch 84/100, Train loss: 0.2092, Test loss: 0.2140, Time: 0.08s
Epoch 85/100, Train loss: 0.2087, Test loss: 0.2148, Time: 0.08s
Epoch 86/100, Train loss: 0.2068, Test loss: 0.2157, Time: 0.08s
Epoch 87/100, Train loss: 0.2082, Test loss: 0.2147, Time: 0.08s
Epoch 88/100, Train loss: 0.2089, Test loss: 0.2147, Time: 0.08s
Epoch 89/100, Train loss: 0.2102, Test loss: 0.2150, Time: 0.09s
Epoch 90/100, Train loss: 0.2060, Test loss: 0.2149, Time: 0.15s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 91/100, Train loss: 0.2093, Test loss: 0.2146, Time: 0.09s
Epoch 92/100, Train loss: 0.2079, Test loss: 0.2149, Time: 0.10s
Epoch 93/100, Train loss: 0.2071, Test loss: 0.2157, Time: 0.08s
Epoch 94/100, Train loss: 0.2088, Test loss: 0.2157, Time: 0.08s
Epoch 95/100, Train loss: 0.2077, Test loss: 0.2137, Time: 0.08s
Epoch 96/100, Train loss: 0.2071, Test loss: 0.2154, Time: 0.08s
Epoch 97/100, Train loss: 0.2067, Test loss: 0.2149, Time: 0.08s
Epoch 98/100, Train loss: 0.2098, Test loss: 0.2146, Time: 0.08s
Epoch 99/100, Train loss: 0.2068, Test loss: 0.2145, Time: 0.09s
Epoch 100/100, Train loss: 0.2058, Test loss: 0.2147, Time: 0.08s
SWA model test loss: 0.2149, Learning rate: 0.0010
=====================================
Pretrained model test loss: 0.219220, Model test loss: 0.214709, SWA model test loss: 0.214901
=====================================
First point: (0, 0)
Second point: (0.083082035, 0)
Third point: (0.053321473, 0.013849596)
First test: 0.0
Second test: 1.7462298274040222e-10
Third test: 7.450580596923828e-09
X max: 0.08308203518390656, X min: 0, X range: 0.08308203518390656, X interval: (-0.08308203518390656, 0.1661640703678131)
Y max: 0.013849595561623573, Y min: 0, Y range: 0.013849595561623573, Y interval: (-0.013849595561623573, 0.027699191123247147)
First point on grid: (2, 2)
Second point on grid: (7, 2)
Third point on grid: (5, 7)
